Year;Official Code State;Official Name State;Official Code Local Government Area;Official Name Local Government Area;Iso 3166-3 Area Code;Type;Long Official Name Local Government Area
2021;3;Queensland;36910;Toowoomba;AUS;local government area;Toowoomba
2021;5;Western Australia;50420;Bayswater;AUS;local government area;Bayswater
2021;5;Western Australia;51190;Bunbury;AUS;local government area;Bunbury
2021;5;Western Australia;54170;Joondalup;AUS;local government area;Joondalup
2021;5;Western Australia;57350;Quairading;AUS;local government area;Quairading
2021;7;Northern Territory;72300;Litchfield;AUS;local government area;Litchfield
2021;1;New South Wales;10050;Albury;AUS;local government area;Albury
2021;1;New South Wales;11250;Broken Hill;AUS;local government area;Broken Hill
2021;1;New South Wales;13450;Griffith;AUS;local government area;Griffith
2021;1;New South Wales;14400;Kiama;AUS;local government area;Kiama
2021;1;New South Wales;15900;Newcastle;AUS;local government area;Newcastle
2021;1;New South Wales;16700;Ryde;AUS;local government area;Ryde
2021;1;New South Wales;17620;Upper Hunter Shire;AUS;local government area;Upper Hunter Shire
2021;1;New South Wales;18250;Willoughby;AUS;local government area;Willoughby
2021;2;Victoria;20660;Banyule;AUS;local government area;Banyule
2021;2;Victoria;24250;Mansfield;AUS;local government area;Mansfield
2021;2;Victoria;24330;Maribyrnong;AUS;local government area;Maribyrnong
2021;3;Queensland;33200;Flinders;AUS;local government area;Flinders (Qld)
2021;3;Queensland;33220;Fraser Coast;AUS;local government area;Fraser Coast
2021;3;Queensland;36250;Redland;AUS;local government area;Redland
2021;3;Queensland;37010;Townsville;AUS;local government area;Townsville
2021;5;Western Australia;50250;Ashburton;AUS;local government area;Ashburton
2021;5;Western Australia;51080;Broomehill-Tambellup;AUS;local government area;Broomehill-Tambellup
2021;5;Western Australia;51890;Collie;AUS;local government area;Collie
2021;5;Western Australia;52940;Dowerin;AUS;local government area;Dowerin
2021;5;Western Australia;59320;Woodanilling;AUS;local government area;Woodanilling
2021;7;Northern Territory;74560;Wagait;AUS;local government area;Wagait
2021;1;New South Wales;11400;Cabonne;AUS;local government area;Cabonne
2021;1;New South Wales;14220;Inverell;AUS;local government area;Inverell
2021;1;New South Wales;14600;Lachlan;AUS;local government area;Lachlan
2021;1;New South Wales;16260;Parramatta;AUS;local government area;Parramatta
2021;1;New South Wales;16490;Queanbeyan-Palerang Regional;AUS;local government area;Queanbeyan-Palerang Regional
2021;1;New South Wales;17040;Snowy Monaro Regional;AUS;local government area;Snowy Monaro Regional
2021;1;New South Wales;17900;Walgett;AUS;local government area;Walgett
2021;1;New South Wales;18050;Waverley;AUS;local government area;Waverley
2021;2;Victoria;21010;Benalla;AUS;local government area;Benalla
2021;2;Victoria;27630;Yarriambiack;AUS;local government area;Yarriambiack
2021;3;Queensland;33430;Gold Coast;AUS;local government area;Gold Coast
2021;3;Queensland;36300;Richmond;AUS;local government area;Richmond
2021;4;South Australia;42030;Gawler;AUS;local government area;Gawler
2021;4;South Australia;42110;Goyder;AUS;local government area;Goyder
2021;4;South Australia;42250;Grant;AUS;local government area;Grant
2021;4;South Australia;44210;Mid Murray;AUS;local government area;Mid Murray
2021;5;Western Australia;50910;Brookton;AUS;local government area;Brookton
2021;9;Other Territories;51710;Christmas Island;AUS;local government area;Christmas Island
2021;5;Western Australia;51820;Cockburn;AUS;local government area;Cockburn
2021;5;Western Australia;57980;Subiaco;AUS;local government area;Subiaco
2021;6;Tasmania;60610;Burnie;AUS;local government area;Burnie
2021;9;Other Territories;99399;Unincorp. Other Territories;AUS;local government area;Unincorp. Other Territories
